Work,Expression,Manifestation,JVMG Alignment
<https://w3id.org/vinLOD-saga/work/Vinland_Saga>,<https://w3id.org/vinLOD-saga/item/Vinland_Anime>,<https://w3id.org/vinLOD-saga/program/Vinland_TelevisionSeries>,<http://mediagraph.link/madb/id/C441040>
<https://w3id.org/vinLOD-saga/work/Vinland_Saga>,<https://w3id.org/vinLOD-saga/item/Vinland_Manga>,<https://w3id.org/vinLOD-saga/publication/Vinland_BookSeries>,<http://mediagraph.link/madb/id/C312277>
<https://w3id.org/vinLOD-saga/work/Vinland_Saga>,<https://w3id.org/vinLOD-saga/item/Vinland_Manga>,<https://w3id.org/vinLOD-saga/publication/Vinland_MagazineSeries>,<http://mediagraph.link/madb/id/C90253>
