VinLOD Character, JVMG Character, Historical Person
<https://w3id.org/vinLOD-saga/character/Canute>,<http://mediagraph.link/acdb/character/97943>,<https://w3id.org/vinLOD-saga/person/Cnut_the_Great>
<https://w3id.org/vinLOD-saga/character/Leif_Erikson>,<http://mediagraph.link/acdb/character/22915>,<https://w3id.org/vinLOD-saga/person/Leiv_Eiriksson>
<https://w3id.org/vinLOD-saga/character/Sweyn>,<http://mediagraph.link/acdb/character/130047>,<https://w3id.org/vinLOD-saga/person/Sweyn_Forkbeard>
<https://w3id.org/vinLOD-saga/character/Thorkell>,<http://mediagraph.link/acdb/character/97944>,<https://w3id.org/vinLOD-saga/person/Thorkell_the_Tall>
