Subject,Predicate,Object
Translated_Edda,rdf:type,E24_Physical_Human-Made_Thing
Translated_Edda,bf:mainTitle,"The Poetic Edda" 
Translated_Edda,bf:subtitle,"Translated from the Icelandic with and Introduction and Notes"
Translated_Edda,bf:contributionOf,Henry Adamns Bellows
Translated_Edda,bf:identifiedBy,https://www.gutenberg.org/ebooks/73533
Translated_Edda,bf:publicationStatement,"The American-Scandinavian Foundation, New York, 1923"


